PWN ID,English Lemmas,English Gloss,English Examples,Arabic lemmas or Gap,Arabic Gloss,Arabic Examples
2925526,"therapeutic, therapeutical",relating to or involved in therapy,therapeutic approach to criminality,عِلاَجِيّ,متعلق بعلاج الأمراض بطرق العلاج المختلفة,عامل علاجي. حمية علاجية. تأثير علاجي
2931434,historical,of or relating to the study of history,historical scholars; a historical perspective,تَارِيْخِي,يخص التاريخ ودراسة الماضي. ,من منظور تاريخي. سجلات تاريخية. رواية تاريخية
2932264,catholic,of or relating to or supporting Catholicism,the Catholic Church,كَاثُولِيْكِي,متعلق بالكاثوليكية المسيحية ويدعم معتقداتها,الكنيسة الكاثوليكية. الرومان الكاثوليك
2937192,textual,of or relating to or based on a text,textual analysis,نَصِّيّ,متعلق بمادة مكتوبة أو مطبوعة بشكل نص,تحليل نصي. ترجمة نصية
2938825,american,of or relating to the United States of America or its people or language or culture,American citizens; American English; the American dream,"أَمِيركِيّ, أَمْرِيكِيّ",متعلق بالولايات المتحدة الأمريكية أو لغتها أو شعبها أو ثقافتها,الإنكليزية الأمريكية. مواطن أمريكي. 
2941214,rational,capable of being expressed as a quotient of integers,rational numbers,قَابِل للقِسْمَة,يمكن التعبير عنه كحاصل قسمة أعداد صحيحة,الأعداد الزوجية قابلة للقسمة على اثنين
2941396,irrational,real but not expressible as the quotient of two integers,irrational numbers,غَيْر قَابِل للقِسْمَة,عدد حقيقي ولكن لا يمكن التعبير عنه كحاصل قسمة عددين صحيحين,الأعداد الفردية غير قابلة للقسمة على اثنين
2941929,angular,measured by an angle or by the rate of change of an angle,angular momentum,زَاوِيّ,يقاس بالزاوية أو بعدد الزوايا أو يشكل زاوية,البعد الزاويّ. إزاحة زاويّة. 
2943394,mensural,of or relating to measure,,قِيَاسِيّ,متعلق بالقياس,رقم قياسي. نموذج قياسي
2946081,hormonal,of or relating to or caused by hormones,hormonal changes,هُرْمُونِيّ,متعلق بالهرمونات وما تسببه من تأثير على الشخص عند ارتفاعها أو انخفاضها,لا توازن هرموني. علاج هرموني. مزاج هرموني خاص بالمراهقين
2947062,skeletal,of or relating to or forming or attached to a skeleton,the skeletal system; skeletal bones; skeletal muscles,هَيْكَلِيّ,من الهيكل العظمي أو يشكله أو شبيه به,إصابات هيكلية. عضلات هيكلية
2947357,"adjective, adjectival",of or relating to or functioning as an adjective,adjectival syntax; an adjective clause,"نَعْتِي ,وصفي",متعلق بالصفات أو يعمل كصفة,عبارة نعتية. بناء وصفي
2947572,adverbial,of or relating to or functioning as an adverb,adverbial syntax,ظَرْفِيّ,متعلق بالظرف أو الحال الذي يصف العبارة أو الفعل,بناء ظرفي. الكلمات الظرفية تحد معنى الأفعال
2947747,morphemic,of or relating to morphemes,,"شَكْلِيّ, صٍيغِيّ",متعلق بأصغر جزء مكون ذو معنى في التعبير اللغوي,
2948445,phrasal,of or relating to or functioning as a phrase,phrasal verb,تَعْبِيرِيّ,متعلق بالعبارات (التي هي جزء من الجملة ) وأنواعها وما يشكلها,فعل تعبيري
2949698,scriptural,written or relating to writing,,كِتَابِي,مكتوب أو متعلق بالكتابة,نصوص كتابية. 
2951729,experimental,relating to or based on experiment,experimental physics, تَجْرِيبِي,مبني على التجارب والاختبارات العلمية باستخدام طرق وأفكار ومواد جديدة لم يتم تجربتها من قبل لاكتشاف التأثير الناتج عنها,علاج تجريبي. لقاح تجريبي. دراسات تجريبية
2952096,familial,relating to or having the characteristics of a family,children of the same familial background; familial aggregation,عَائِلِيّ,خاص بالعائلة أو له خصائصها,علاقات عائلية. مرض عائلي. أجواء عائلية
2956714,perceptual,of or relating to the act of perceiving,perceptual stimulus,إٍدْرَاكِي حِسِّي,خاص بالقدرة على إدراك الأشياء باستخدام الحواس,مهارات إدراكية حسية.
2957558,educational,relating to the process of education,educational psychology,تربوي,متعلق بعملية التربية,علم النفس التربوي. نظام تربوي حديث. قضايا تربوية
2960419,physiological,of or relating to the biological study of physiology,physiological psychology; Pavlov's physiological theories, فِسْيُولُوجِيّ,متعلق بالدراسة البيولوجية لوظائف الجسد وأنظمته عند الكائنات الحية,عمليات فيزيولوجية. تأثيرات فيزيولوجية
2961601,ohmic,of or relating to or measured in ohms,,أومِيّ,متعلق أو يقاس بمقدار المقاومة الكهربائية,المقاومة الأومية
2961808,mortuary,of or relating to or characteristic of death,,مَوْتِيّ,له علاقة بالموت أو بالدفن.,شارك كثير من الناس في المراسم الموتية للمتوفى
2963612,christian,relating to or characteristic of Christianity,Christian rites,"نَصْرَانِي, مَسِيْحِي",متعلق بالدين المسيحي للنبي عيسى واتباع تعاليمه, طقوس نصرانية. الكنيسة المسيحية.
2963959,protestant,of or relating to Protestants or Protestantism,Protestant churches; a Protestant denomination,برُتِسْتَانْتِي,خاص بالطائفة البروتستانتينية المسيحية ومعتقداتها,كنيسة بروتستانتينية
2965393,radio,indicating radiation or radioactivity,radiochemistry,إِشْعَاعِيّ,يدل على الأشعة الكهرومغناطيسية أو النشاط الإشعاعي ,طاقة إشعاعية. 
2967917,communicative,of or relating to communication,communicative arts,تَوَاصُلِي,متعلق بالتواصل بين الناس وأشكاله,مهارات تواصلية
2968612,italian,of or pertaining to or characteristic of Italy or its people or culture or language,Italian cooking,إِيْطَالِي,خاص بإيطاليا وميزاتها أوشعبها أو ثقافتها أو لغتها,المطبخ الإيطالي مشهور في العالم
2968822,russian,of or pertaining to or characteristic of Russia or its people or culture or language,Russian dancing,رُوسِيّ,خاص بروسيا وميزاتها أو شعبها أوثقافتها أو لغتها,السلاح الروسي. 
2969015,german,of or pertaining to or characteristic of Germany or its people or language,German philosophers; German universities; German literature,أَلْمَانِيّ,خاص بألمانيا وميزاتها أو شعبها أو ثقافتها أو لغتها,الفريق الألماني. السيارات الألمانية
2976819,exponential,of or involving exponents,exponential growth,أُسِّي,يتضمن القوى التي يرفع إليها حيث يُضرب العدد بنفسه مرات حسب القوة أو الأس,6² هو تعبير أسّيّ
2979870,european,of or relating to or characteristic of Europe or the people of Europe,European Community,أورُبِّيّ,متعلق بقارة أوروبا أو خصائصها أو شعبها,الدوري الأوروبي. اليورو الأوروبي
2986160,palestinian,of or relating to the area of Palestine and its inhabitants,Palestinian guerrillas,فَلَسْطِينِي,خاص بدولة فلسطين وشعبها,التقاليد الفلسطينية العربية
2987083,diagnostic,concerned with diagnosis; used for furthering diagnosis,a diagnostic clinic; a diagnostic reading test; diagnostic information,تَشْخِيْصِي,متعلق بتشخيص الأمراض ومعرفتها,عيادة تشخيصية. معلومات تشخيصية حول المرض
2988743,quantitative,relating to the measurement of quantity,quantitative studies,كَمِّيّ,خاص بقياس الكميات بالأرقام,دراسات كمية. تحليل كمي
2994161,hypothalamic,of or relating to the hypothalamus,,وَطَائِيّ,متعلق بمنطقة الوطاء( تحت المهاد) في الدماغ المسؤولة عن إنتاج هرمونات تتحكم في بعض وظائف الجسم,هرمون وطائي
2995009,emotional,of or pertaining to emotion,emotional health; an emotional crisis,عَاطِفِيّ,متعلق بالعاطفة والمشاعر خلافاً للعقل,أزمة عاطفية . سلوك عاطفي
2996213,corporate,of or belonging to a corporation,corporate rates; corporate structure, مُشْتَرَك,مشترك بين مجموعة وليس حكراً على فرد واحد,مسؤولية مشتركة. مكاسب مشتركة
2996906,"volumetric, volumetrical",of or relating to measurement by volume,volumetric analysis,حَجْمِيّ,متعلق بقياس الحجم والضخامة,تحليل حجمي. كثافة حجمية
2997941,"organismal, organismic",of or relating to or belonging to an organism (considered as a whole),the organismic theory of the state,عُضْوَانِي,متعلق أو ينتمي إلى الكائن الحي ككل,النمط العضوي. 
2998172,"artifactual, artefactual",of or relating to artifacts,,اِصْطِنَاعِيّ,متعلق بالأشياء التي يصنّعها الإنسان يدوياً,تحف اصطناعية
2999528,national,of or relating to or belonging to a nation or country,national hero; national anthem; a national landmark,"قَوْمِيّ, وَطَنِيّ",خاص بالدولة وشعبها,بطل قومي. الأمن الوطني
3002422,comparative,relating to or based on or involving comparison,comparative linguistics,مُقَارَن,مبني على المقارنة بين الأشياء,الأدب المقارَن
3002630,artistic,relating to or characteristic of art or artists,his artistic background,فَنِّيّ,خاص بأنواع الفنون وما يتعلق بها,عرض فني. برنامج فني. عمل فني
3003198,sentential,of or relating to a sentence,the sentential subject,جُمْلِيّ,متعلق بالجملة وطبيعتها وتركيبها,رابط جُملي. ترجمة جُملية
3003749,simian,relating to or resembling an ape,simian features,قِرْدِيّ,متعلق بفصيلة القرود أو خصائصها أو  شبيه بها,خصائص قردية. فيروس قردي. أصابع قردية
3006125,logarithmic,of or relating to or using logarithms,logarithmic function,"لُوغَارِيتْمِي, لُوغَارِيثْمِي",متعلق باستخدام لوغاريتمات عدد أو متغير حيث تقوم بتحديد عدد المرات التي يتم فيها ضرب الرقم بنفسه,تابع لوغاريتمي. مقياس لوغاريتمي
3006669,"mesonic, mesic",of or pertaining to a meson,"the radii of the mesic orbits""- Lawrence Wilets",مِيزُونِي,خاص بالجسيمات دون الذرية,ترتبط الجسيمات الميزونية بواسطة القوة النووية القوية
3006881,marsupial,of or relating to the marsupials,marsupial animals,جِرَابِيّ,خاص بالثدييات التي تولد وتكمل نموها في جراب أمهاتها,الكوالا والكنغر حيوانات جرابية
3007747,normative,relating to or dealing with norms,normative discipline; normative samples,معياري,مبني على القواعد والمعايير المعروفة أو يحددها.,عينات معيارية. اختبار معياري
3009248,promissory,relating to or having the character of a promise,promissory note,تَعَهُّدِيّ,"متعلق أو يشتمل وعداً أو عهداً أو ضماناً، أو ما يشبهها",لغة إعلانية تعهدية. عقد تعهدي
3014125,paramagnetic,of or relating to a paramagnet,,مُمَغْطَس,ينجذب بصعوبة إلى المغناطيس ,الألمنيوم مادة ممغطسة
3014232,motional,of or relating to or characterized by motion,,حَرَكِي,متعلق بالحركة وخصائصها وطبيعتها,المجال الحركي. بطيء الحركة
3014852,english,of or relating to or characteristic of England or its culture or people,English history; the English landed aristocracy; English literature,"إِنْكِلِيزِيّ, إِنْجِلِيزِيّ",خاص بإنكلترا وميزاتها كدولة وشعبها وثقافتها ولغتها,الأدب الانكليزي. الملكة الإنكليزية. اللغة الإنكليزية من أهم لغات العالم
3015252,irish,of or relating to or characteristic of Ireland or its people,,إِيرْلَنْدِي,خاص بإيرلندا وميزاتها وشعبها وثقافتها ولغتها,دبلن هي العاصمة الأيرلندية
3016547,enzymatic,of or relating to or produced by an enzyme,,إِنْزِيمِيّ,تنتجه أو يحتوي على البروتينات التي تعمل كمثيرات حيوية من خلال تسريع التفاعلات الكيميائية في الجسم,اختبار النشاط الإنزيمي
3019521,sympathetic,of or relating to the sympathetic nervous system,sympathetic neurons; sympathetic stimulation,"سِمْبَتَاوِيّ, وُدَّيّ",متعلق بالجملة العصبية الودية المسؤولة عن التعاطف والود,الجهاز السمبتاوي.  الجهاز العصبي الودي مسؤول عن تقليل سرعة ضربات القلب
3022172,vertebral,of or relating to or constituting vertebrae,,"فِقَرِيّ, فَقَارِيّ",خاص بالعمود الفقري أو يشكله,العمود الفقري يحمي سلسلة الظهر
3023717,prime,of or relating to or being an integer that cannot be factored into other integers,prime number,أَوَّلِي,خاص بكونه عدداً صحيحاً لا يقبل القسمة إلا على نفسه وعلى واحد,"الأعداد الأولية هي 1، 2، 3، 5، 7، 11 الخ"
3024744,myoid,resembling muscle,,عَضَلاَنِيّ,شبيه بالعضلات,نسيج عضلاني
3025679,larval,relating to or typical of a larva,the larval eye, يَرَقَانِيّ,خاص بشكل صغار الحيوانات التي فقست من البيضة وأصبحت يرقة ولم يكتمل نموها بعد,المجتمعات اليرقانية. المرحلة اليرقانية
3030315,classificatory,relating to or involving classification,classificatory criteria,تَصْنِيفِيّ,يتضمن التصنيف إلى مجموعات حسب النوع,معايير تصنيفية. نظام تصنيفي. درجة تصنيفية
3033691,british,of or relating to or characteristic of Great Britain or its people or culture,his wife is British,بَرِيْطَانِيّ,خاص ببريطانيا العظمى أو ميزاتها أو شعبها أو لغتها أو ثقافتها,الإنكليزية البريطانية. الملكة البريطانية.
3059944,binomial,consisting of two names or terms,binomial nomenclature,"ذُو حَدَّيْن,ثُنَائِيَ التَسْمِيَة",يتألف من اسمين أو مصطلحين خاصين به,معادلة ثنائية الحدود. تسمية اصطلاحية ثنائية للكيماويات العضوية
3071519,interdepartmental,between or among departments,interdepartmental competition,ما بَيْن الأقْسام,"واقع، أو متبادل، أو مُنفذ ضمن الدوائر والأقسام المختلفة لمؤسسة ما",المنافسة فيما بين الأقسام
3071790,digestive,relating to or having the power to cause or promote digestion,digestive juices; a digestive enzyme; digestive ferment,هَضْمِيّ,خاص بهضم الطعام أو له القدرة على تحفيز الهضم,إنزيمات هضمية. النشاط الهضمي
3080666,glandular,relating to or affecting or functioning as a gland,glandular malfunctions,غُدَّيّ,متعلق بالغدد ووظائفها  أو بما تنتجه أو تسببه الغدد,نسيج غدي. إفرازات غدية
3082307,growing,relating to or suitable for growth,the growing season for corn; good growing weather,مناسب للنمو,متعلق بزيادة النمو في الحجم أو الكمية أو مناسب له,طقس مناسب لنمو المزروعات. الفصل المناسب لنمو الذرة
3098402,mineral,relating to minerals,mineral elements; mineral deposits,مَعْدِنِي,"خاص بالمعادن، أو يحتوي عليها، أو مشتق منها، أو له خصائصها",مخلفات معدنية. الثروة المعدنية. 
3114328,probabilistic,of or relating to or based on probability,probabilistic quantum theory,اِحْتِمَالِيّ,مبني على مدى احتمالية حدوث الشيء,العرضة الاحتمالية للخطر. 
3114655,procedural,of or relating to procedure,a procedural violation,إِجْرَائِيّ,متعلق بالطريقة المعتادة أو الرسمية التي يتم بها الشيء,الهدف من التغيرات الإجرائية هو تسهيل النظام
3115272,promotional,of or relating to serving as publicity,promotional fares,"دِعَائِي, تَرْوِيْجِي, إِعلانِي",مخصص للإعلان عن شيء من أجل بيعه,إعلان دعائي. جولة ترويجية. فقرة إعلانية
3121972,respiratory,pertaining to respiration,respiratory assistance,تَنَفُّسِيّ,خاص بالجهاز التنفسي ووظائف التنفس,أمراض تنفسية. الصحة التنفسية
3132502,substantival,of or relating to or having the nature or function of a substantive  (i.e. a noun or noun equivalent),a substantival constituent,اِسْمِيّ,له طبيعة الاسم أو وظيفته نحوياً ويعمل عمله,مكوِّن اسمي. 
3135363,terpsichorean,of or relating to dancing,her terpsichorean activities,"مُتَعَلِّق بالرّقْص,راقص",خاص أو يتضمن فن الرقص,مهارات متعلقة بالرقص. نشاطات راقصة. 
3136209,textile,of or relating to fabrics or fabric making,textile research,"مَنْسُوج, نَسْجِيّ",خاص بالانسجة وتصنيعها وحياكتها,صناعة نسيجية. حرف نسيجية
3140890,vietnamese,of or relating to or characteristic of the people of Vietnam,Vietnamese boat people,فِيتْنَامِي,خاص بدولة فييتنام الآسيوية أو ميزاتها أو لغتها أو ثقافتها أو شعبها,الدونغ هي العملة الفييتنامية
3149626,obligational,relating or constituting or qualified to create a legal or financial obligation,obligational authority,إلْزَامِيّ,متعلق أو يشكل أو يكون مؤهلاً لخلق التزام قانوني أو مالي,سلطة إلزامية. واجب إلزامي
3149892,"osseous, osteal, bony",composed of or containing bone,osseous tissue,عَظْمِيّ,يتألف من العظام أو يحتوي عليها,نسيج عظمي. إصابات عظمية. 
3150213,ossiferous,containing bones (especially fossil bones),ossiferous caves,مُعَظِّم,"يحتوي على العظام، وخاصة عظام المستحاثات",الكهوف المعظِّمة
3150332,osteal,relating to bone or to the skeleton,,عَظْمِيّ,"متعلق بالعظام أو الهيكل العظمي ، أو يؤثر عليها، أو يشبهها",التهابات عظمية
3166897,sought,that is looked for,the long sought relatives,"مَأَمُول, مَنْشُود",مطلوب ومرغوب ويتم السعي إليه,النجاح مأمول. الوعد المنشود
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
