PWN ID,English Lemmas,English Gloss,English Examples,Arabic lemmas or GAP,Arabic Gloss,Arabic Examples,Deleted lemmas,New lemmas,Phrase,(Synset after cleaning_cleaned lemmas) or GAP
2618326,agential,of or relating to an agent or agency,,عَامِل,يخص وكيلاً أو وكالة ويعمل بالنيابة ,,,,,عَامِل
2621529,algoid,of or resembling algae,,"طَحْلَبَانِي, [شَبِيه بِالطَحْلَب]",يشبه الطحالب من حيث طبيعته وشكله,امتلأ حوض السمك بأعشاب طحلبانية,شَبِيه بِالطَحْلَب,,,طَحْلَبَانِي
2625362,altitudinal,pertaining to altitude,,اِرْتِفَاعِيّ,يخص الارتفاع نحو الأعلى,أظهر التمثيل البياني اختلافات في البيانات الارتفاعية ,,,,اِرْتِفَاعِيّ
2630967,analytic,using or subjected to a methodology using algebra and calculus,analytic statics,تَحْلِيلِي,خاضع للتعامل معه بطريقة الجبر والحساب,إحصاء تحليلي,,,,تَحْلِيلِي
2633946,angiospermous,of or related to or characteristic of plants that are angiosperms,,<مُتَعَلَق ب كاسِياتِ البُذور>,ذو علاقة بخصائص النباتات كاسيات البذور ,النباتات المزهرة تعتبر من فصيلة كاسيات البذور,,مُتَعَلَق ب كاسِياتِ البُذور,,مُتَعَلَق ب كاسِياتِ البُذور
2647112,aqueous,similar to or containing or dissolved in water,aqueous solutions,مَائِيّ,يشبه الماء أو يحتوي عليه أو يذوب فيه,محاليل مائية. ألوان مائية,,,,مَائِيّ
2647462,"arachnoid, arachnidian, spiderlike, spiderly, spidery",relating to or resembling a member of the class Arachnida,,عَنْكَبُوتِي,خاص بفصيلة العنكبوتيات أو ما يشبهها,الأرملة السوداء من الفصيلة العنكبوتية.,,,,عَنْكَبُوتِي
2651154,areal,of or relating to or involving an area,,مَسَاحِي,يخص أو يشمل مساحة معينة,حاولوا حساب المدى المساحي لزلزال المحيط الهندي,,,,مَسَاحِي
2653285,"arthropodal, arthropodan, arthropodous",of or relating to invertebrates of the phylum Arthropoda,,مَفْصِلِي,ما يتعلق باللافقاريات من فصيلة مفصليات الأرجل,الحشرات والعناكب والقشريات تعتبر مفصلية,,,,مَفْصِلِي
2664629,avian,pertaining to or characteristic of birds,,طَيْرِيّ,يتعلق بالطيور وخصائصها,سلوك طيْريّ. صنف طيْريّ,,,,طَيْرِيّ
2668446,"bacteroidal, bacterioidal, bacterioid, bacteroid",resembling bacteria,,"[بَكْتِيرِي], [جُرْثُومِي]، (<بكتيري الشكل>)، (<جرثومي الشكل>)",شبيه الشكل بالجرثوم,"""الريزوبيوم"" الموجود في العقيدات الجذرية للبقوليات يعتبر جرثومي الشكل","بَكْتِيرِي,جُرْثُومِي","بكتيري الشكل,جرثومي الشكل",,"بكتيري الشكل,جرثومي الشكل"
2676508,"biological, biologic",pertaining to biology or to life and living things,,"أَحْيَائِي, [حَيَوِي], بَيُولُوجِي",يخص علم الأحياء أو حياة الكائنات الحية والعمليات الطبيعية التي تجري داخلها,عالِم أحيائي. دراسات بيولوجية,حَيَوِي,,,"أَحْيَائِي, بَيُولُوجِي"
2686183,caloric,of or relating to calories in food,comparison of foods on a caloric basis; the caloric content of foods,"حَرَارِي, سُعْرِي",له علاقة بالسعرات الحرارية في الغذاء,المحتوى الحراري في الغذاء. مقارنة الغذاء على أساس سعري,,,,"حَرَارِي, سُعْرِي"
2688440,canine,of or relating to or characteristic of members of the family Canidae,,كَلْبِيّ,خاص بأعضاء فصيلة الكلاب,حاسة الشم الكلبية أقوى منها عند البشر,,,,كَلْبِيّ
2691317,carnivorous,relating to or characteristic of carnivores,the lion and other carnivorous animals,"[آكِل اللُحُوم], لاحِم",يخص آكلات اللحوم,الأسد والنمر والقطط تعتبر حيوانات لاحمة,آكِل اللُحُوم,,, لاحِم
2696036,cellular,relating to cells,cellular walls; cellular physiology,خَلَوِي,يخص الخلايا الحيوانية أو النباتية,بنية خلوية. نمو خلوي. جدار خلوي,,,,خَلَوِي
2703361,"chemical, chemic",relating to or used in chemistry,chemical engineer; chemical balance,"كِيْمَاوِي, كِيْميَائِي",يخص الكيمياء أو يستخدم فيها,التوازن الكيميائي للجزيئات. مهندس كيميائي. صناعة كيماوية,,,,"كِيْمَاوِي, كِيْميَائِي"
2706703,chordate,of or relating to or characteristic of the Chordata,,"حَبْلِي, حَبْلِيَّات, [ذو حَبْل ظَهْرِي]",خاص بالحيوانات التي توصف في مرحلة التكون الجنيني بأن لها حبل ظهري وحبل عصبي ظهري ,تشمل الحبليات الفقاريات والزواحف وغيرها,ذو حَبْل ظَهْرِي,,,"حَبْلِي, حَبْلِيَّات"
2707532,cinematic,of or pertaining to or characteristic of the cinema,,سِينَمَائِي,يخص السينما وصناعة الأفلام,مشهد سينمائي مؤثر. وجه سينمائي.,,,,سِينَمَائِي
2708066,civic,of or relating or belonging to a city,civic center; civic problems,"مَدَنِي, [مَدِينِي]",يخص مصالح البلدة أو المدينة أو الناس الذين يعيشون فيها,التصويت في الانتخابات واجب مدني. ,مَدِينِي,,,مَدَنِي
2708189,municipal,relating or belonging to or characteristic of a municipality,municipal government; municipal bonds; a municipal park; municipal transportation,"مَحَلَّي, بَلَدِيّ",يخص حكومة مدينة أو بلدة على نطاق محلي محدود, الخدمات البلدية. أصدرت الحكومة المحلية قانوناً يخص الحدائق العامة.,,,,"مَحَلَّي, بَلَدِيّ"
2713392,contractual,relating to or part of a binding legal agreement,contractual obligations,تَعَاقُدِي,يخص الاتفاقات القانونية المكتوبة ومحتواها,هل تخضع لالتزام تعاقدي؟,,,,تَعَاقُدِي
2718395,culinary,of or relating to or used in cooking,,"طَهْوِيّ,[ طَبْخِيّ]",يخص الطبخ وما يستخدم فيه,مهاراتي الطهوية عالية جداً. المدرسة الطهوية, طَبْخِيّ,,,طَهْوِيّ
2727341,economic,of or relating to the science of economics,economic theory,اِقْتِصَادِي,يخص علم الاقتصاد بما فيه التجارة والصناعة والمال,الوضع الاقتصادي في تحسن مستمر,,,,اِقْتِصَادِي
2728274,electoral,of or relating to elections,electoral process,إِنْتِخَابِي,يخص الانتخابات والتصويت فيها,نتج عن العملية الانتخابية فوز الديمقراطيين,,,,إِنْتِخَابِي
2730131,elemental,relating to or being an element,elemental sulphur,عُنْصُرِيّ,يخص العناصر الكيميائية غير المرتبطة,الكيمياء العنصرية,,,,عُنْصُرِيّ
2753866,horary,relating to the hours,the horary cycle,"كل سَاعَة, سَاعِيّ",يخص ساعة من الساعات الزمنية,الدورة الساعية للعداد,,,,"كل سَاعَة, سَاعِيّ"
2754015,human,characteristic of humanity,human nature,إِنْسَانِي,يخص البشر والخصائص الإنسانية,وجد علماء الآثار بقايا إنسانية. الطبيعة الإنسانية. ,,,,إِنْسَانِي
2754145,human,relating to a person,the experiment was conducted on 6 monkeys and 2 human subjects,"بَشَرِيّ, اِنْسَانِي,[ آدَمِي]",يخص شخصاً معيناً,كان الحادث خطأ بشرياً. تمت التجربة على ألف من العينات البشرية, آدَمِي,,,"بَشَرِيّ, اِنْسَانِي"
2759407,industrial,of or relating to or resulting from industry,industrial output,صِنَاعِي,يخص الصناعة والمصانع وما ينتج عنها,التطور الصناعي. المدينة الصناعية,,,,صِنَاعِي
2759724,"inferential, illative",relating to or having the nature of illation or inference,the illative faculty of the mind,إِسْتِنْتَاجِي,يعتمد على الاستنتاج الذي يأتي من معلومات موجودة لديك,القدرة الاستنتاجية للعقل,,,,إِسْتِنْتَاجِي
2761255,insular,relating to or characteristic of or situated on an island,insular territories; Hawaii's insular culture,جَزِيرِيّ,يخص الجزيرة أو واقع عليها أو هو شيء من خصائصها,السكان الجزيريون. متعة العطلة الجزيرية في المالديف,,,,جَزِيرِيّ
2766901,living,pertaining to living persons,within living memory,"حَيّ, [مُفْعَم بِالحَيَاة]",يخص الناس الأحياء,إنه صورة حية عن أبيه. ذاكرة حية. ,مُفْعَم بِالحَيَاة,,,حَيّ
2770888,medical,relating to the study or practice of medicine,the medical profession; a medical student; medical school,طِبِّيّ,يخص الطب ودراسته وممارسته,نصيحة طبية. كتب طبية. فريق طبي,,,,طِبِّيّ
2775023,military,of or relating to the study of the principles of warfare,military law,"عَسْكَرِيّ,[ حَرْبِي]",يخص القوات المسلحة ودراسة مبادئ الحرب,الخدمة العسكرية. ثكنة عسكرية. زي عسكري, حَرْبِي,,,عَسْكَرِيّ
2778150,natal,relating to or accompanying birth,natal injuries; natal day; natal influences,وِلَادِي,يخص ولادة الشخص,خلع ولادي. الموطن الولادي. ,,,,وِلَادِي
2780705,"numeral, numerical, numeric",of or relating to or denoting numbers,a numeral adjective; numerical analysis,عَدَدِيّ,يخص الأعداد والأرقام وطبيعتها ويدل عليها,حساب عددي. رمز عددي. تفوق عددي.,,,,عَدَدِيّ
2781440,"olfactory, olfactive",of or relating to olfaction,,"شَمَّيّ, [خَاص بالشَمّ]",ما يخص الشم,القدرة الشمية لدى الكلاب تفوقها لدى البشر بكثير,خَاص بالشَمّ,,,شَمَّيّ
2793521,positional,of or relating to or determined by position,,"مَوْضِعِي,[ مَوْقِعِي]",خاص بموقع محدد يكون ثابتاً فيه ومحدود الحركة,لم يقم المدرب بأي تغييرات موضعية للاعبين, مَوْقِعِي,,,مَوْضِعِي
2796563,proteinaceous,relating to or of the nature of protein,,"برُوتِيْنِي, [شَبِيْه بالبروتين]","يتألف من البروتين أو يحتوي عليه، أو يشبه خصائصه",البقول نباتات بروتينية. البيض طعام بروتيني,شَبِيْه بالبروتين,,,برُوتِيْنِي
2804097,scientific,of or relating to the practice of science,scientific journals,عِلْمي,خاص بالعلم وممارسته واستخدام الطرق المنظمة في العلم,مقال علمي عن الفضاء. نظرية علمية عن الجاذبية,,,,عِلْمي
2807248,"sensational, sensory",relating to or concerned in sensation,the sensory cortex; sensory organs,حِسَّي,خاص بالحواس المادية الخمس,الأعضاء الحسية,,,,حِسَّي
2812572,sportive,relating to or interested in sports,,رِيَاضِيّ,خاص بالرياضة والاهتمام والاستمتاع بها,إمكانيات رياضية عالية. روح رياضية,,,,رِيَاضِيّ
2812662,sporting,relating to or used in sports,sporting events; sporting equipment,رِيَاضِيّ,خاص بالرياضة أو مستخدم فيها,معدات رياضية. حذاء رياضي,,,,رِيَاضِيّ
2815413,suburban,relating to or characteristic of or situated in suburbs,suburban population,"ضَاحِوِيّ, ضَاحِيِي",خاص بالضواحي أو خصائصها أو واقع فيها,إسكان ضاحوي. حياة ضاحوية هادئة. ,,,,"ضَاحِوِيّ, ضَاحِيِي"
2825392,"caloric, thermal, thermic",relating to or associated with heat,thermal movements of molecules; thermal capacity; thermic energy; the caloric effect of sunlight,حَرَارِيّ,خاص بالحرارة أو ناقليتها,استطاعة حرارية. طاقة حرارية. زجاج حراري,,,,حَرَارِيّ
2834663,verbal,of or relating to or formed from a verb,verbal adjectives like `running' in `hot and cold running water',فِعْلِي,خاص بالأفعال أو يتألف منها,"الجملة الفعلية تحتوي على فعل. صفة فعلية مثل ""جارٍ""",,,,فِعْلِي
2834859,verbal,of or relating to or formed from words in general,verbal ability,"[كَلامِي], لَفْظِي, شَفَهِي",خاص بالكلام والألفاظ أو يتألف منه,اتفاق لفظي. شرح شفهي. اختبار شفهي,كَلامِي,,," لَفْظِي, شَفَهِي"
2837586,electrical,relating to or concerned with electricity,an electrical engineer; electrical and mechanical engineering industries,"كَهْرَبَائِي,[ كَهْرَبِيّ]",خاص بالكهرباء والتيار الكهربائي وما تستخدم فيه الكهرباء,أجهزة كهربائية. دارة كهربائية, كَهْرَبِيّ,,,كَهْرَبَائِي
2841386,literary,of or relating to or characteristic of literature,literary criticism,أَدَبِيّ,متعلق بالأدب وخصائصه وأسلوبه,مقال أدبي. نقد أدبي. الشعر والنثر والتعبير الأدبي,,,,أَدَبِيّ
2842864,"amphibious, amphibian",relating to or characteristic of animals of the class Amphibia,,بَرْمَائِيّ,متعلق بالحيوانات أو خصائصها من فصيلة البرمائيات,الحيوان البرمائي يمكنه العيش على اليابسة وفي الماء في نفس الوقت,,,,بَرْمَائِيّ
2843049,insectan,of or relating to the class Insecta,,حَشَرِيّ,متعلق بفصيلة الحشرات وخصائصها,الطائفة الحشرية من شعبة مفصليات الأرجل,,,,حَشَرِيّ
2843157,mammalian,of or relating to the class Mammalia,,ثَدْيِيّ,متعلق بطائفة الثدييات التي تلد وترضع صغارها,البشر كائنات ثديية,,,,ثَدْيِيّ
2843267,piscine,of or relating to fish,,سَمَكِيّ,متعلق بالسمك وخصائصه أو يشبهه,الثروة السمكية. كائنات بحرية سمكية,,,,سَمَكِيّ
2843343,reptilian,of or relating to the class Reptilia,,"زَاحِفِي, زَاحِف",متعلق بطائفة الزواحف أو يشبهها,جلد زاحفي. حركة زاحفية.,,,,"زَاحِفِي, زَاحِف"
2843471,algal,of or relating to alga,,طُحْلُبِيّ,متعلق بالطحالب أو يشبهها,تزيد المغذيات في الصرف الصحي من النمو الطحلبي في الميناء,,,,طُحْلُبِيّ
2843563,"fungal, fungous",of or relating to fungi,,فُطْرِيّ,متعلق بالفطر وخصائصه,عدوى فطرية في القدم الرياضية. مرض جلدي فطري,,,,فُطْرِيّ
2844120,plantal,of or relating to plants,,نَبَاتِيّ,متعلق بالنبات وخصائصه أو يشبهه,التنوع النباتي,,,,نَبَاتِيّ
2844429,bacterial,relating to or caused by bacteria,bacterial infection,"بَكْتِيرِيّ, جُرْثُومِيّ",متعلق بالجراثيم أو هي التي تسببه, عدوى بكتيرية.  تعالج العدوى الجرثومية بالصادات الحيوية.,,,,"بَكْتِيرِيّ, جُرْثُومِيّ"
2847511,radial,issuing in rays from a common center; relating to rays of light,radial heat,"إِشْعَاعِيّ,[ شُعَاعِيّ]","صادر بشكل أشعة من مركز واحد، متعلق بأشعة الضوء",حرارة إشعاعية. السرعة الإشعاعية, شُعَاعِيّ,,,إِشْعَاعِيّ
2850580,professional,of or relating to or suitable as a profession,professional organizations; a professional field such as law,"[اِحْتِرَافِي],مِهَنِي",متعلق بالمهنة وما يناسبها وتحتاج تدريباً وتعليماً خاصاً ,مؤسسات مهنية. مجال مهني كالترجمة ,اِحْتِرَافِي,,,مِهَنِي
2851951,"spatial, spacial",pertaining to or involving or having the nature of space,the first dimension to concentrate on is the spatial one; spatial ability; spatial awareness; the spatial distribution of the population,"[حَيِّزِيّ], [فَضَائِيّ]، (مكاني)",متعلق أو يتضمن طبيعة الفراغ أو المكان ,التوزيع المكاني للسكان. الإدراك المكاني. اختبار القدرة المكانية,"حَيِّزِيّ,فَضَائِيّ",مكاني,,مكاني
2853330,"linguistic, lingual",consisting of or related to language,linguistic behavior; a linguistic atlas; lingual diversity,"[لِسَانِيّ], لُغَوِيّ",متعلق باللغة التي يتحدث بها لسان البشر أو يتألف منها,التطور اللغوي للطفل. التحليل اللغوي للجمل. ,لِسَانِيّ,,, لُغَوِيّ
2857812,dominical,of or relating to Sunday as the Lord's Day,,<مُتَعَلِّق بِيَوْم الأحَد>,متعلق بيوم الأحد كونه يوم الإله,هناك عبادات خاصة في الديانة المسيحية متعلقة بيوم الأحد,,مُتَعَلِّق بِيَوْم الأحَد,,مُتَعَلِّق بِيَوْم الأحَد
2858779,"financial, fiscal",involving financial matters,fiscal responsibility,مَالِيّ,متعلق بالأمور المالية,مستشار مالي. قضايا مالية. صعوبات مالية,,,,مَالِيّ
2868496,political,of or relating to your views about social relationships involving authority or power,political opinions,سِيَاسِيّ,متعلق بآرائك حول العلاقات الاجتماعية التي تخص السلطة والحكم,آراء سياسية. محلل سياسي,,,,سِيَاسِيّ
2872008,parturient,of or relating to or giving birth,parturient pangs; the parturient uterus,"[مَخَاضِي], وِلادِي, [مَاخِض], [مُتَمَخِض]", متعلق بالولادة ,الآلام الولادية. ,"مَخَاضِي,مَاخِض,مُتَمَخِض",,, وِلادِي
2873726,nuclear,of or relating to or constituting the nucleus of an atom,nuclear physics; nuclear fission; nuclear forces,"ذَرِّيّ, نَوَوِيّ","متعلق بنواة الذرة أو يشكلها، والطاقة التي تنتج عنها ","الانشطار الذري. الفيزياء النووية،  السلاح النووي",,,,"ذَرِّيّ, نَوَوِيّ"
2876454,metropolitan,relating to or characteristic of a metropolis,metropolitan area,"حَضَرِيّ، (عاصميّ)",متعلق بالمدينة الكبرى أو العاصمة أو بخصائصها أو واقع فيها,منطقة حضرية. المطعم هو الأكبر ضمن المطاعم العاصمية في المنطقة,,عاصميّ,,"حَضَرِيّ ,عاصميّ"
2879065,musical,characterized by or capable of producing music,a musical evening; musical instruments,مُوسِيقِيّ,متعلق بالموسيقى وصفاتها أو قادر على إصدارها,آلات موسيقية. أذن موسيقية,,,,مُوسِيقِيّ
2879986,"auditory, auditive, audile",of or relating to the process of hearing,auditory processing; an audile person,سَمْعِيّ,متعلق بعملية السمع ,الوظيفة السمعية للأذن. المناطق السمعية في الدماغ,,,,سَمْعِيّ
2880198,"gustatorial, gustatory, gustative",of or relating to gustation,,ذَوْقِي,متعلق بحاسة التذوق,الوظيفة الذوقية للسان,,,,ذَوْقِي
2880379,"tactile, haptic, tactual",of or relating to or proceeding from the sense of touch,haptic data; a tactile reflex,"[مَلْمُوس], لَمْسِيّ",متعلق بحاسة اللمس,شاشة لمسية حساسة. تقنية رد الفعل اللمسي,مَلْمُوس,,, لَمْسِيّ
2880845,"visual, optical, ocular, optic",relating to or using sight,ocular inspection; an optical illusion; visual powers; visual navigation,"[عَيْنِيّ], بَصَرِي",متعلق بالنظر ووظيفة العين,قوة بصرية. مؤثرات بصرية,عَيْنِيّ,,, بَصَرِي
2891505,viral,relating to or caused by a virus,viral infection,فَيْرُوسِي,متعلق بالفيروسات أو حاصل بسببها,لا تُعالج العدوى الفيروسية بالصادات الحيوية,,,,فَيْرُوسِي
2893192,feline,of or relating to cats,feline fur,"<مُتَعَلِّق بالقِطَط>, [سِنَّوْرِيّ], هِرَّيّ",متعلق بالقطط أو شكلها أو سلوكها أو خصائصها,أمراض متعلقة بالقطط. فراء ناعم هرّي,سِنَّوْرِيّ,مُتَعَلِّق بالقِطَط,," هِرَّيّ,مُتَعَلِّق بالقِطَط"
2893874,muscular,of or relating to or consisting of muscle,muscular contraction,عَضَلِيّ,متعلق بالعضلات أو يتألف منها,التشنج العضلي. البناء العضلي,,,,عَضَلِيّ
2895389,parental,designating the generation of organisms from which hybrid offspring are produced,,أَبَوِيّ,المحدِّد لإنتاج الكائنات الحية حيث ينتج عنه النسل الهجين,جدان أبويان. جينات أبوية,,,,أَبَوِيّ
2895923,atomic,of or relating to or comprising atoms,atomic structure; atomic hydrogen,ذَرِّيّ,متعلق بالذرات أو يشكلها أو بالطاقة الناتجة عن انشطارها,بنية ذرية. طاقة ذرية. أسلحة ذرية,,,,ذَرِّيّ
2896496,subatomic,of or relating to constituents of the atom or forces within the atom,subatomic particles; harnessing subatomic energy,<دُونَ الذّرِّيّ>,متعلق بمكونات الذرة الأصغر أو بالقوى داخلها,"الالكترونات، البروتونات، والنيوترونات هي عناصر دون ذرية",,دُونَ الذّرِّيّ,,دُونَ الذّرِّيّ
2896833,clinical,relating to a clinic or conducted in or as if in a clinic and depending on direct observation of patients,clinical observation; clinical case study,سَرِيرِيّ,متعلق بالعيادة أو يتم إجراؤه في العيادة ويعتمد على المراقبة المباشرة للمرضى,دراسات سريرية للحالات. فحص سريري,,,,سَرِيرِيّ
2897394,continental,of or relating to or characteristic of a continent,the continental divide; continental drift,قَارِّيّ,متعلق بقارة ما أو بخصائصها,المياه القارية. المناخ القاري,,,,قَارِّيّ
2897933,lexical,of or relating to words,lexical decision task,"[مُفْرَدَاتِيّ], مُعْجَمِيّ",متعلق بالمفردات والكلمات,هناك تشابه معجمي بين اللغتين.,مُفْرَدَاتِيّ,,, مُعْجَمِيّ
2898882,sexual,of or relating to or characterized by sexuality,sexual orientation; sexual distinctions,جِنْسِيّ,متعلق بجنس الفرد كونه ذكراً أم أنثى,فروقات جنسية. ميول جنسية,,,,جِنْسِيّ
2902696,zoological,of or relating to animals or animal groups,zoological garden,حَيَوَانِي,متعلق بالحيوانات ومجموعاتها ودراستها علمياً,تصنيف حيواني. عينة حيوانية,,,,حَيَوَانِي
2905843,occupational,of or relating to the activity or business for which you are trained,occupational hazard,مِهْنِيّ, متعلق بالمهنة التي تعمل فيها,تدريب مهني. الأمان المهني. إصابة مهنية,,,,مِهْنِيّ
2909528,"organisational, organizational",of or relating to an organization,organizational structure,"مُؤسَّسِيّ، (تنظيمي)",متعلق بالمؤسسة أو التنظيم,البنية المؤسسية. الأهداف التنظيمية.  المهارات التنظيمية,,تنظيمي,,"مُؤسَّسِيّ ,تنظيمي"
2910002,mental,of or relating to the mind,mental powers; mental development; mental hygiene,"ذِهْنِيّ, عَقْلِيّ",متعلق بالعقل والعمليات الفكرية والعاطفية,التطور الذهني. الصحة العقلية.  تمارين ذهنية,,,,"ذِهْنِيّ, عَقْلِيّ"
2911333,molar,containing one mole of a substance,molar weight,كُتْلٍي,يحوي جزيء واحد من المادة,غرام كتلي,,,,كُتْلٍي
2911952,molecular,relating to or produced by or consisting of molecules,molecular structure; molecular oxygen; molecular weight is the sum of all the atoms in a molecule,جُزَيْئي,"متعلق بجزيئات المادة ( أبسط مكوناتها)، أو ينتج عنها أو يتألف منها",الوزن الجزيئي. البنية الجزيئية.,,,,جُزَيْئي
2915381,administrative,of or relating to or responsible for administration,,إِدَارِيّ,متعلق بترتيبات العمل الضرورية ومسؤولية الإدارة لتسيير لخطة أو مؤسسة,دعم إداري . مسؤوليات إدارية,,,,إِدَارِيّ
2915529,managerial,of or relating to the function or responsibility or activity of management,,"إِدَارِيّ, [مُدِيرِيّ]",خاص بوظيفة المدير ومسؤولياته الإدارية,قرار إداري. منصب إداري.,مُدِيرِيّ,,,إِدَارِيّ
2918313,theological,of or relating to or concerning theology,theological seminar,لاهُوتِيّ,متعلق بدراسة الدين والمعتقدات الدينية,الكلية اللاهوتية. طالب علم لاهوتي,,,,لاهُوتِيّ
2925526,"therapeutic, therapeutical",relating to or involved in therapy,therapeutic approach to criminality,عِلاَجِيّ,متعلق بعلاج الأمراض بطرق العلاج المختلفة,عامل علاجي. حمية علاجية. تأثير علاجي,,,,عِلاَجِيّ
2931434,historical,of or relating to the study of history,historical scholars; a historical perspective,تَارِيْخِي,يخص التاريخ ودراسة الماضي. ,من منظور تاريخي. سجلات تاريخية. رواية تاريخية,,,,تَارِيْخِي
2932264,catholic,of or relating to or supporting Catholicism,the Catholic Church,كَاثُولِيْكِي,متعلق بالكاثوليكية المسيحية ويدعم معتقداتها,الكنيسة الكاثوليكية. الرومان الكاثوليك,,,,كَاثُولِيْكِي
2937192,textual,of or relating to or based on a text,textual analysis,نَصِّيّ,متعلق بمادة مكتوبة أو مطبوعة بشكل نص,تحليل نصي. ترجمة نصية,,,,نَصِّيّ
2938825,american,of or relating to the United States of America or its people or language or culture,American citizens; American English; the American dream,"أَمِيركِيّ, أَمْرِيكِيّ",متعلق بالولايات المتحدة الأمريكية أو لغتها أو شعبها أو ثقافتها,الإنكليزية الأمريكية. مواطن أمريكي. ,,,,"أَمِيركِيّ, أَمْرِيكِيّ"
2941214,rational,capable of being expressed as a quotient of integers,rational numbers,<قَابِل للقِسْمَة>,يمكن التعبير عنه كحاصل قسمة أعداد صحيحة,الأعداد الزوجية قابلة للقسمة على اثنين,,قَابِل للقِسْمَة,,قَابِل للقِسْمَة
2941396,irrational,real but not expressible as the quotient of two integers,irrational numbers,<غَيْر قَابِل للقِسْمَة>,عدد حقيقي ولكن لا يمكن التعبير عنه كحاصل قسمة عددين صحيحين,الأعداد الفردية غير قابلة للقسمة على اثنين,,غَيْر قَابِل للقِسْمَة,,غَيْر قَابِل للقِسْمَة
2941929,angular,measured by an angle or by the rate of change of an angle,angular momentum,زَاوِيّ,يقاس بالزاوية أو بعدد الزوايا أو يشكل زاوية,البعد الزاويّ. إزاحة زاويّة. ,,,,زَاوِيّ
2943394,mensural,of or relating to measure,,قِيَاسِيّ,متعلق بالقياس,رقم قياسي. نموذج قياسي,,,,قِيَاسِيّ
2946081,hormonal,of or relating to or caused by hormones,hormonal changes,هُرْمُونِيّ,متعلق بالهرمونات وما تسببه من تأثير على الشخص عند ارتفاعها أو انخفاضها,لا توازن هرموني. علاج هرموني. مزاج هرموني خاص بالمراهقين,,,,هُرْمُونِيّ
2947062,skeletal,of or relating to or forming or attached to a skeleton,the skeletal system; skeletal bones; skeletal muscles,هَيْكَلِيّ,من الهيكل العظمي أو يشكله أو شبيه به,إصابات هيكلية. عضلات هيكلية,,,,هَيْكَلِيّ
2947357,"adjective, adjectival",of or relating to or functioning as an adjective,adjectival syntax; an adjective clause,"نَعْتِي، (وصفي)",متعلق بالصفات أو يعمل كصفة,عبارة نعتية. بناء وصفي,,وصفي,,"نَعْتِي ,وصفي"
2947572,adverbial,of or relating to or functioning as an adverb,adverbial syntax,ظَرْفِيّ,متعلق بالظرف أو الحال الذي يصف العبارة أو الفعل,بناء ظرفي. الكلمات الظرفية تحد معنى الأفعال,,,,ظَرْفِيّ
2947747,morphemic,of or relating to morphemes,,"شَكْلِيّ, صٍيغِيّ",متعلق بأصغر جزء مكون ذو معنى في التعبير اللغوي,,,,,"شَكْلِيّ, صٍيغِيّ"
2948445,phrasal,of or relating to or functioning as a phrase,phrasal verb,"تَعْبِيرِيّ,[ لَفْظِيّ]",متعلق بالعبارات (التي هي جزء من الجملة ) وأنواعها وما يشكلها,فعل تعبيري, لَفْظِيّ,,,تَعْبِيرِيّ
2949698,scriptural,written or relating to writing,,"كِتَابِي, [تَحْرِيرِيّ]",مكتوب أو متعلق بالكتابة,نصوص كتابية. ,تَحْرِيرِيّ,,,كِتَابِي
2951729,experimental,relating to or based on experiment,experimental physics,"[اِخْتِبَارِيّ], تَجْرِيبِي",مبني على التجارب والاختبارات العلمية باستخدام طرق وأفكار ومواد جديدة لم يتم تجربتها من قبل لاكتشاف التأثير الناتج عنها,علاج تجريبي. لقاح تجريبي. دراسات تجريبية,اِخْتِبَارِيّ,,, تَجْرِيبِي
2952096,familial,relating to or having the characteristics of a family,children of the same familial background; familial aggregation,عَائِلِيّ,خاص بالعائلة أو له خصائصها,علاقات عائلية. مرض عائلي. أجواء عائلية,,,,عَائِلِيّ
2956714,perceptual,of or relating to the act of perceiving,perceptual stimulus,"[إٍدْرَاكِيحِسِّي], <إٍدْرَاكِي حِسِّي>",خاص بالقدرة على إدراك الأشياء باستخدام الحواس,مهارات إدراكية حسية.,إٍدْرَاكِيحِسِّي,إٍدْرَاكِي حِسِّي,,إٍدْرَاكِي حِسِّي
2957558,educational,relating to the process of education,educational psychology,"[تَعْلِيمي]، (تربوي)",متعلق بعملية التربية,علم النفس التربوي. نظام تربوي حديث. قضايا تربوية,تَعْلِيمي,تربوي,,تربوي
2960419,physiological,of or relating to the biological study of physiology,physiological psychology; Pavlov's physiological theories,"[وَظَائِفِيّ], فِسْيُولُوجِيّ",متعلق بالدراسة البيولوجية لوظائف الجسد وأنظمته عند الكائنات الحية,عمليات فيزيولوجية. تأثيرات فيزيولوجية,وَظَائِفِيّ,,, فِسْيُولُوجِيّ
2961601,ohmic,of or relating to or measured in ohms,,أومِيّ,متعلق أو يقاس بمقدار المقاومة الكهربائية,المقاومة الأومية,,,,أومِيّ
2961808,mortuary,of or relating to or characteristic of death,,"مَوْتِيّ,[ مُتَعَلِّق بالمَوْت]",له علاقة بالموت أو بالدفن.,شارك كثير من الناس في المراسم الموتية للمتوفى, مُتَعَلِّق بالمَوْت,,,مَوْتِيّ
2963612,christian,relating to or characteristic of Christianity,Christian rites,"نَصْرَانِي, مَسِيْحِي",متعلق بالدين المسيحي للنبي عيسى واتباع تعاليمه, طقوس نصرانية. الكنيسة المسيحية.,,,,"نَصْرَانِي, مَسِيْحِي"
