PWN Id,English lemmas,English gloss,English examples,Arabic lemmas or Gap,Arabic gloss,Arabic exampes
2488589,assassinate,murder; especially of socially prominent persons,Anwar Sadat was assassinated because many people did not like his peace politics with Israel,اِغْتَالَ,"يقتل شخصاً مهماً أو مشهوراً، لأسباب سياسية أو اجتماعية الخ",تم اغتيال الرئيس جون كينيدي عام 1963
2488856,"execute, put to death",kill as a means of socially sanctioned punishment,"In some states, criminals are executed",أَعْدَمَ,يقتل الشخص كنوع من أنواع العقاب الاجتماعي,في بعض البلدان يتم إعدام القاتل
2489638,crucify,kill by nailing onto a cross,Jesus Christ was crucified,صَلَبَ,يقتل بطريقة وضع الشخص على صليب ودق المسامير في أطرافه,قرروا أن يصلبوه تعذيباً له قبل موته
2489797,execute,murder in a planned fashion,The Mafioso who collaborated with the police was executed,أَعْدَمَ,يقتل بطريقة مخطط لها,أُعدم الجاسوس الذين تعاون مع الجهات المعادية
2490159,"shoot, pip",kill by firing a missile,,GAP,يقتل الشخص برميه بالرصاص من مسدس أو بندقية,قُتل شخصان رمياً بالرصاص في سطو مسلح على أحد المصارف
2491069,"hang, string up",kill by hanging,The murdered was hanged on Friday,شَنَقَ,يقتل شخصاً بإسقاطه بحبل مربوط حول رقبته,تم إعدامه شنقاً
2491462,date,go on a date with,Tonight she is dating a former high school sweetheart,وَاعَدَ,يذهب في موعد مع شخص,واعدته للخروج معه على العشاء
2491850,"go out, date, go steady, see",date regularly; have a steady relationship with,Did you know that she is seeing an older man?; He is dating his former wife again!,"خَرَجَ مَعَ , وَاعَدَ",يذهب في موعد مع الشخص بشكل دائم بسبب علاقة ثابتة معه,ما زالت تخرج معه يومياً. إنه يواعد حبيبته القديمة.
2492581,"meet, get together",get together socially or for a specific purpose,,"قَابَلَ, اِلْتَقَى",يجتمع مع الشخص لسبب اجتماعي أو لغرض معين,سأقابل صديقي الذي لم أره منذ شهور. التقينا في اجتماع سابق
2493222,"visit, call in, call",pay a brief visit,The mayor likes to call on some of the prominent citizens,زَارَ,يذهب في زيارة قصيرة,زرت صديقي المريض للاطمئنان عليه
2493705,pay,render,pay a visit; pay a call,قَامَ بِـ,يفعل شيئاً ويقدمه لشخص,يقوم بزيارة. يقوم بالانتباه. يقوم باتصال
2494483,"espouse, wed, conjoin, hook up with, get hitched with, marry, get married",take in marriage,,تَزَوَّجَ,يرتبط الرجل بالمرأة بموجب عقد رسمي,تزوجها بعد قصة حب طويلة
2496526,"celebrate, fete",have a celebration,"They were feting the patriarch of the family; After the exam, the students were celebrating",اِحْتَفَلَ,يشارك في نشاط ممتع خاص لإظهار أن هذه المناسبة مهمة,احتفلوا بتخرج ابنهم. احتفلا بزفافهما
2497032,"revel, make whoopie, make merry, make happy, jollify, whoop it up, racket, wassail","celebrate noisily, often indulging in drinking; engage in uproarious festivities",The members of the wedding party made merry all night; Let's whoop it up--the boss is gone!,مَرِحَ,يحتفل بشكل صاخب بالرقص والغناء والشرب,لنذهب إلى النادي ونمرح هذه الليلة
2497847,entertain,provide entertainment for,,"سَلَّى, أَمْتَعَ",يقدم المتعة والتسلية ,الرسوم المتحركة تسلي الأطفال. أمتعني هذا المسلسل
2498011,"disport, divert, amuse","occupy in an agreeable, entertaining or pleasant fashion",The play amused the ladies,أَمْتَعَ,يغمس في التسلية بطريقة معينة,يمتع المشاهير أنفسهم بالتجول في الأماكن الساحرة
2498679,"visit, see","visit a place, as for entertainment",We went to see the Eiffel Tower in the morning,زَارَ,يزور مكاناً بغرض التسلية,زرت الأهرامات في العام الماضي. 
2500687,"confine, detain",deprive of freedom; take into confinement,,حَجَزَ,يمنع عنه الحرية ويقيده في الحبس,تم احتجاز الرهائن لحين دفع الفدية
2503235,appeal,take a court case to a higher court for review,He was found guilty but appealed immediately,اِسْتَأنَفَ,يطلب من محكمة أعلى النظر مرة أخرى في قرار اتخذته محكمة أدنى درجة من أجل تخفيف العقوبة أو منعها,حُكم عليه بالسجن المؤبد ولكنه استطاع استئناف المحاكمة
2504821,court-martial,subject to trial by court-martial,,GAP,يُخضع للمحاكمة أمام المحكمة العسكرية,ربما تتم محاكمته عسكرياً بسبب عصيانه لقائده
2504961,"deport, exile, expatriate",expel from a country,The poet was exiled because he signed a letter protesting the government's actions,نَفَى,يرسله بعيداً عن بلده لأسباب سياسية بشكل خاص,المفكرون هم أكثر من يتم نفيهم خارج البلاد بسبب تأثيرهم
2505278,"punish, penalize, penalise",impose a penalty on; inflict punishment on,The students were penalized for showing up late for class; we had to punish the dog for soiling the floor again,عَاقَبَ,يفرض عقوبة,تمت معاقبة الطفل بسبب تأخره عن المدرسة
2506927,"judge, try, adjudicate",put on trial or hear a case and sit as the judge at the trial of,The football star was tried for the murder of his wife; The judge tried both father and son in separate trials,"حَاكَمَ, قَاضَى",يستمع ويبتّ في قضية قانونية,تمت محاكمته في قضية سرقة. سوف يُقاضى اليوم بتهمة الإساءة المتعمدة
2507387,"expel, throw out, kick out",force to leave or move out,He was expelled from his native country,طَرَدَ,يُجبِر على المغادرة أو الخروج,تم طرده من المدرسة بسبب سوء السلوك
2508185,"admit, let in, intromit, allow in",allow to enter; grant entry to,We cannot admit non-members into our club,قَبِلَ,يُسمح له بالدخول والانضمام,تم قبوله كعضو جديد في النادي
2510211,"hale, squeeze, coerce, pressure, force","to cause to do through pressure or necessity, by physical, moral or intellectual means",She forced him to take a job in the city; He squeezed her for information,"ضَغَطَ , أَجْبَرَ","يجعله يفعل الشيء من باب الضغط أو الضرورة، باستخدام القوة الجسدية أو الذهنية",تم الضغط عليه للاعتراف بكل شيء. أجبروه على توقيع العقد
2512195,"compel, oblige, obligate",force or compel somebody to do something,We compel all students to fill out this form,"أَرْغَمَ, أَجْبَرَ",يجبر أحداً على فعل شيء,أرغمتني والدتي على تنظيف المنزل قبل المغادرة. إنهم يجبروننا على البصمة عند الحضور والمغادرة. 
2514936,restrict,place under restrictions; limit access to,This substance is controlled,قَيَّدَ,"يحصره ويبقيه ضمن حدود معينة، أو يحد الوصول إليه",كان الهدف من القانون الجديد تقييد حرية الصحافة. 
2515254,train,train to grow in a certain way by tying and pruning it,train the vine,وَجَّه النَبَات,يوجه نمو النبات عادة بالثني والتقليم والربط,يجب توجيه الكرم حتى ينمو بشكل أفقي
2516039,"hold in, check, moderate, hold, curb, control, contain",lessen the intensity of; temper; hold in restraint; hold or keep within limits,control your anger; moderate your alcohol intake; hold your tongue; hold your temper,"أَمْسَكَ, ضَبَطَ, حَفِظَ",يحتوي نفسه ويمارس ضبط النفس على أفعاله,أمسك نفسه خوفاً من قول شيء قد يندم عليه. عليك ضبط انفعالاتك. سأحفظ مشاعري لنفسي ولن أزعج أحداً. 
2516942,indulge,give free rein to,The writer indulged in metaphorical language,اِنْغَمَسَ,يسمح لنفسه بالتصرف بحرية في أي شيء يمكن أن يجلب المتعة,كان يحب الانغماس في وقت فراغه المفضل
2517217,"regularize, regulate, order, govern, regularise",bring into conformity with rules or principles or usage; impose regulations,We cannot regulate the way people dress; This town likes to regulate,نَظَّمَ,"يتحكم في شيء ما، عن طريق جعله يعمل بطريقة معينة وضبطه حسب المستوى المطلوب",يجب تنظيم درجة الحرارة في المنزل من خلال ضبطها. ينظم نفقات المنزل. ينظم عملية الهضم
2519655,wrong,treat unjustly; do wrong to,,ظَلَمَ,يتعامل معه بطريقة غير عادلة وغير مقبولة,شعرت بأنها ظُلمت لأن أجرها قليل
2519853,"handle, treat, do by",interact in a certain way,"Do right by her; Treat him with caution, please; Handle the press reporters gently",تَعَامَلَ مع,يتفاعل بطريقة معينة ويكون مسؤولاً,لا يمكنها التعامل مع الضغط الكبير في العمل. عليك التعامل مع العملاء بلطف
2523827,"deport, behave, comport, acquit, carry, conduct, bear",behave in a certain manner,She carried herself well; he bore himself with dignity; They conducted themselves well during these difficult times,تَصَرَّفَ,يتصرف بطريقة معينة,"كلاعب، عليك أن تعرف كيف تتصرف داخل وخارج الملعب. تصرفوا وكأن شيئاً لم يحدث"
2527076,"protest, dissent, resist",express opposition through action or words,dissent to the laws of the country,"عَارَضَ, اِعْتَرَضَ, اِحْتَجَّ",يعبر عن رفضه واعتراضه على شيء ما من خلال الكلام أو الأفعال,عارض الطلاب زيادة الرسوم الدراسية. دعا رجال الأعمال للإضراب اعتراضاً على زيادة الضرائب. احتجّ الطفل على منعه من الخروج وحده
2528887,"manage, do",carry on or manage,We could do with a little more help around here,قَامَ بِ,يكون مسؤولاً على تنظيم وتنفيذ أمر وينجح فيه,يمكنه القيام بالمشاريع الكبرى
2529837,"succeed, deliver the goods, bring home the bacon, win, come through",attain success or reach a desired goal,The enterprise succeeded; We succeeded in getting tickets to the show; she struggled to overcome her handicap and won,نَجَحَ,يحقق شيئاً كان يهدف إليه أو يصل إلى النتيجة التي يريدها,نجح المشروع أخيراً. نجح في تحصيل علامات جيدة. 
2531751,"achieve, reach, attain, accomplish",to gain with effort,she achieved her goal despite setbacks,"حَقَّقَ, وَصَلَ إِلَى",ينجح في إنهاء شيء ما أو الوصول إلى ما يريده بعد جهد كبير,استطاع تحقيق هدفه رغم العراقيل. وصلت إلى حلمي بأن أصبح طبيبة أطفال
2533317,"bollix up, bollocks up, ball up, foul up, muck up, fuck up, screw up, bumble, blow, bobble, louse up, mess up, bodge, bollocks, fumble, flub, spoil, bungle, bollix, botch up, fluff, mishandle, botch, muff","make a mess of, destroy or ruin",I botched the dinner and we had to eat out; the pianist screwed up the difficult passage in the second movement,أَفْسَدَ,يتسبب في فشل شيء أو حدوث خطأ,تسبب طيشها في إفساد حياتها المهنية
2534046,"fail, miscarry, go wrong",be unsuccessful,Where do today's public schools fail?; The attempt to rescue the hostages failed miserably,"أَخْفَقَ, فَشِلَ",يكون غير ناجح فيما يسعى لتحقيقه أو فيما يتوقعه,أخفقت المفاوضات في الوصول إلى تسوية. فشلت جميع المحاولات في إنقاذهم من الحريق. 
2534950,"fail, neglect",fail to do something; leave something undone,She failed to notice that her child was no longer in his crib; The secretary failed to call the customer and the company lost the account,أَهْمَلَ,يفشل في فعل شيء بسبب الإهمال,أنكرت أنها أهملت طفلها
2535833,"attempt, essay, seek, assay, try",make an effort or attempt,He tried to shake off his fears; The infant had essayed a few wobbly steps; The police attempted to stop the thief; He sought to improve himself; She always seeks to do good in the world,حَاوَلَ,يبذل جهداً أو يقوم بمحاولة للوصول إلى هدف,"علينا أن نحاول فعل الخير دائماً. حاولت حلّ المسألة، لكنني فشلت"
2537291,"test, prove, examine, try out, try, essay","put to the test, as for its quality, or give experimental use to",This approach has been tried with good results; Test this recipe,"فَحَصَ, اِخْتَبَرَ",يُخضِع للاختبار من ناحية الجودة أوإمكانية الاستخدام,يفحص إجراءات السلامة. تقوم الشركة حالياً باختبار المحرك الجديد. 
2539414,"democratize, democratise",introduce democratic reforms; of nations,,GAP,يجعل الدول أو المنظمات تستخدم الطرق الديمقراطية لإجراء الإصلاحات واتخاذ القرارات,حان الوقت لإضفاء الطابع الديمقراطي على تنظيم هذه الشركة
2539573,"democratize, democratise",become (more) democratic; of nations,,GAP,يصبح أكثر ديمقراطية,أصبحت حكومةً ديمقراطية بسبب الضغوط الداخلية
2541562,neutralize,make politically neutral and thus inoffensive,The treaty neutralized the small republic,حَايَدَ,يجعله محايداً سياسياً باستبعاده عن مجال الحرب أو التحالفات بموجب اتفاق دولي,عملت المعاهدة على تحييد البلدان الصغرى
2542223,"influence, work, act upon",have and exert influence or effect,The artist's work influenced the young painter; She worked on her friends to support the political candidate,أَثَّرَ,يكون سبباً في إحداث تغيير على شخص أو شيء ,أثّر على زملائه ليدعموا المرشح. أثرت حالة الطقس على قراره بالخروج من المنزل
2542904,"swing, swing over",influence decisively,This action swung many votes over to his side,"رَجَّحَ, وَجَّه",يؤثر بشكل يحسم الأمور إلى الوضع المطلوب,تلك المزايا رجّحت الصفقة لصالحه. يبدو أن الناخبين يتوجهون بعيداً عن زعيمهم
2543073,"sell, betray",deliver to an enemy by treachery,Judas sold Jesus; The spy betrayed his country,خَانَ,لا يكون مخلصاً لوطنه أو لشخص ما من خلال القيام بشيء ضار كمساعدة الأعداء وتسليمهم معلومات,تم نفيه لأنه خان بلاده
2543752,"tie, attach, bind, bond",create social or emotional ties,The grandparents want to bond with the child,اِرْتَبَطَ بِـ,ينشئ روابط اجتماعية أو عاطفية وثيقة ,كان هدفي هو الارتباط مع المجموعة في فريق متماسك
2544431,"interpose, step in, intervene, interfere","get involved, so as to alter or hinder an action, or through force or threat of force",Why did the U.S. not intervene earlier in WW II?,تَدَخَّلَ فِي,يُدخل نفسه عمداً في موقف ما من أجل تحسينه أو منع تفاقمه,تدخل البنك اليوم لتحسين سعر الصرف. بدأت القوى العظمى بالتدخل في الصراعات المحلية
2544767,"meddle, tamper",intrude in other people's affairs or business; interfere unwantedly,Don't meddle in my affairs!,تَدَخَّلَ فِي,يُقحم نفسه بشكل غير مرغوب به في شؤون الناس أو أعمالهم,وماشأنك حتى تتدخل في ما أفعله؟
2545000,"dominate, master",have dominance or the power to defeat over,Her pain completely mastered her; The methods can master the problems,"سَيْطَرَ, سَادَ",يكون هو المتحكم والمسيطر على مكان أو شخص وذو نفوذ غالب,كانت تلك القصة هي التي سيطرت على عناوين هذا الأسبوع. تسود النباتات الصحراوية هنا
2545454,"raise, bring up, nurture, rear, parent",bring up,raise a family; bring up children,"نَسَّأَ, رَبَّى",يعتني بالطفل حتى يصبح راشداً مع تعليمه معتقدات معينة,ينشئ الأب أبناءه على الأخلاق الحميدة. تربي الأم طفلها تربية صالحة. 
2546948,"serve, service",be used by; as of a utility,The sewage plant served the neighboring communities; The garage served to shelter his horses,خَدَمَ,يكون ذو فائدة ويوفر الاحتياجات العامة,خدم النبع كمصدر لمياه القرية. خمس سيارات للإسعاف تخدم المشفى هنا
2547206,represent,"be a delegate or spokesperson for; represent somebody's interest or be a proxy or substitute for, as of politicians and office holders representing their constituents, or of a tenant representing other tenants in a housing dispute",I represent the silent majority,"مَثَّلَ, نَابَ","يتحدث أو يتصرف أو يتواجد رسمياً نيابة عن شخص أو منظمة، كما هو مع السياسيين و أصحاب المناصب، أو كمستأجر يتحدث عن الباقين في نزاع سكني",هؤلاء يمثلون أغلبية الشعب. ينوب وزير الخارجية عن الرئيس في معظم زياراته
2548492,obey,be obedient to,,"أَطَاعَ, اِمْتَثَلَ","يتصرف وفقاً لما يُطلب منه أو يؤمر به من قبل أحد، أو من قبل قانون أو تعليمات",أطاع أمر والدته. رفض الجندي الامتثال للقائد
2550045,"chance, adventure, risk, take chances, run a risk, gamble, hazard, take a chance",take a risk in the hope of a favorable outcome,When you buy these stocks you are gambling,قَامَرَ,يجازف أملاً بالحصول على المال أو تحقيق النجاح,لا تقامر بأموالك حتى لا تخسرها. 
2550742,dare,to be courageous enough to try or do something,I don't dare call him; she dares to dress differently from the others,جَرُؤَ,يكون شجاعاً كفاية ليفعل شيئاً صعباً,لم أجرؤ على إخباره بالأمر. تجرأ على انتقاد أحد المسؤولين
2551275,"put on the line, risk, lay on the line",expose to a chance of loss or damage,We risked losing a lot of money in this venture; Why risk your life?; She laid her job on the line when she told the boss that he was wrong,GAP,يقوم بشيء يجعله يخاطر بخسارة شيء أو التسبب بأذى له,عرض حياته المهنية للخطر بسبب طيشه واستهتاره. 
2552164,"recognize, recognise",show approval or appreciation of,My work is not recognized by anybody!; The best student was recognized by the Dean,قَدَّرَ,يُبدي قبولاً واستحساناً ويُشعِر بأهمية الشيء,علينا تقدير قيمة هؤلاء الموظفين
2552922,"attaint, dishonor, dishonour, shame, disgrace",bring shame or dishonor upon,he dishonored his family by committing a serious crime,"أَخْزى, أَهَان",يتصرف بطريقة تضر بالسمعة الطيبة وتُفقِد الاحترام,أخزت والديها عندما تزوجت دون علمهما. أهان عائلته بسبب فعله الشنيع
2553283,"assist, aid, help",give help or assistance; be of service,Everyone helped out during the earthquake; Can you help me carry this table?; She never helps around the house,"أَعَانَ,  سَاعَدَ","يقدم المساعدة والعون، ويكون خدوماً",أعني على رفع تلك الطاولة من فضلك. لم تساعدني في التنظيف اليوم
2555993,"care, give care",provide care for,The nurse was caring for the wounded,"اِهْتَمَّ بِـ, اِعْتَنَى",يعتقد أن شيئاً ما مهم وعليه تقديم الرعاية والاهتمام له,تهتم الممرضة بالمرضى. تعتني الأم بصغارها
2556213,"fuss, overprotect, mother",care for like a mother,She fusses over her husband,"اِهْتَمَّ كَثِيرَاً بِـ, دَلَّلَ","يهتم به وبتفاصيله كالأم، حيث يبقى قلقاً وغير مرتاح",إنها تهتم بعائلتها كثيراً. يدلل الطفل قطته
2556565,"salvage, relieve, salve, save","save from ruin, destruction, or harm",,أَنْقَدَ,"يُبعد شيئاً أو شخصاً عن القتل أو الإصابة أو الدمار، ويساعده على النجاة من حال غير سار",أنقذ حياته بإسعافه إلى المستشفى فوراً.
2556841,"rescue, deliver",free from harm or evil,,"أَنْقَدَ, خَلَّصَ",يحرره من الأذى أو الشر ويساعده من موقف خطير أو ضار,أنقذ قارب النجاة البحارة من الغرق. حاولوا تخليص الشركة من الإفلاس
2557529,"pull through, bring through, save, carry through",bring into safety,We pulled through most of the victims of the bomb attack,أَنْقَدَ,"يوصله إلى الأمان، ويساعده على التعامل مع فترة صعبة",استطعنا أن ننقذ المريض بعد أن كان على حافة الموت
2558146,"restore, reconstruct",return to its original or usable and functioning condition,restore the forest to its original pristine condition,"أَعَادَ, جَدَّدَ, رَمَّمَ","يُرجِع شيئاً ما إلى وضعه الأصلي السابق، أو يعيده إلى الوجود",أعدنا بناء المنازل التي تهدمت. أعادت الحكومة الاقتصاد إلى قوته السابقة. 
2558959,reinstate,restore to the previous state or rank,,أعَادَ,يعيده إلى موقعه أو حالته السابقة,تمت إعادته إلى الوظيفة بعد شهر من طرده
2559774,prostitute,sell one's body; exchange sex for money,,عَهَرَ,تبيع جسدها بممارسة الجنس مقابل المال,اضطرت إلى عهر جسدها بعد أن أصبحت أرملة
2560630,"advance, boost, encourage, promote, further",,I am promoting the use of computers in the classroom,شَجَّعَ,يساهم في عملية التقدم والنمو,دائماً ما أشجعهم على استخدام الحاسوب في أعمالهم
2561834,"support, back up","give moral or psychological support, aid, or courage to",She supported him during the illness; Her children always backed her up,"سَانَدَ, دَعَمَ",يمنح الدعم النفسي والمساعدة ويشجع, ساندها والداها حتى تخرجت من الجامعة. دعمته أثناء مرضه حتى شفي
2563025,"obstruct, block, stymie, stymy, embarrass, hinder, blockade",hinder or prevent the progress or accomplishment of,His brother blocked him at every turn,"عَرْقَلَ, أَعَاقَ",يحاول منع أو إيقاف التقدم والإنجاز في شيء ما ,اعترض سبيلي شخص يقطع الطريق وأنا سائق. بعض الصعوبات عرقلت القيام بالمشروع. إصابة ساقه أعاقت تقدمه في اللعب
2566249,"impose, enforce",compel to behave in a certain way,Social relations impose courtesy,فَرَضَ,يجبر على التصرف بطريقة معينة ,معاملته اللطيفة تفرض علينا احترامه
2566500,"make, do",engage in,"make love, not war; make an effort; do research; do nothing; make revolution",قام ب,يفعل شيئاً,يقوم ببذل الجهد. قام بعدة أبحاث
2566682,effect,act so as to bring into existence,effect a change,أَحْدَثَ,يتسبب بجلب شيء إلى الوجود,أحدث التسرب الإشعاعي تأثيراً كارثياً على البيئة
2567247,"practice, apply, use",avail oneself to,apply a principle; practice a religion; use care when going down the stairs; use your common sense; practice non-violent resistance,طَبَّقَ,يقوم بالشيء في الواقع وليس مجرد تفكير نظري,القدوة تكون بتطبيق التصرفات فعلياً وليس مجرد كلام
2567910,"do, perform",get (something) done,I did my job,"نَفَّذَ, أَنْجَزَ",ينهي مهمة معينة,نفذت جميع المهام الموكلة إلي. أنجزت كافة واجباتها
2570061,"exempt, relieve, free",grant relief or an exemption from a rule or requirement to,She exempted me from the exam,,,
2570461,throne,sit on the throne as a ruler,,,,
2571187,rehabilitate,reinstall politically,Deng Xiao Ping was rehabilitated several times throughout his lifetime,,,
2572007,fall,lose one's chastity,a fallen woman,,,
2574587,"practice, practise, do, exercise",carry out or practice; as of jobs and professions,practice law,,,
2574914,"overdo, exaggerate",do something to an excessive degree,He overdid it last night when he did 100 pushups,,,
2575545,"tackle, undertake, take on",accept as a challenge,I'll tackle this difficult task,,,
2576182,"cosset, pamper, mollycoddle, coddle, featherbed, baby, cocker, spoil, indulge",treat with excessive indulgence,grandparents often pamper the children; Let's not mollycoddle our students!,,,
2577683,condition,establish a conditioned response,,,,
2577816,"heed, mind, listen",pay close attention to; give heed to,Heed the advice of the old men,,,
2579184,"rig, set up",arrange the outcome of by means of deceit,rig an election,,,
2579332,"cheat, chisel, rip off",deprive somebody of something by deceit,The con-man beat me out of $50; This salesman ripped us off!; we were cheated by their clever-sounding scheme; They chiseled me out of my money,,,
2580280,"victimize, victimise",make a victim of,I was victimized by this con-man,,,
2580591,"cheat, chisel",engage in deceitful behavior; practice trickery or fraud,Who's chiseling on the side?,,,
2581157,"deceive, cozen, lead on, delude",be false to; be dishonest with,,,,
2584595,"celebrate, observe, keep","celebrate, as of holidays or rites",Keep the commandments; celebrate Christmas; Observe Yom Kippur,,,
2584957,"observe, keep",conform one's action or practice to,keep appointments; she never keeps her promises; We kept to the original conditions of the contract,,,
2585532,"corrupt, pervert, demoralise, subvert, profane, vitiate, demoralize, debase, debauch, deprave, misdirect",corrupt morally or by intemperance or sensuality,debauch the young people with wine and women; Socrates was accused of corrupting young men; Do school counselors subvert young children?; corrupt the morals,,,
2588700,"perpetrate, commit, pull","perform an act, usually with a negative connotation",perpetrate a crime; pull a bank robbery,,,
2592213,"carry, sway, persuade",win approval or support for,Carry all before one; His speech did not sway the voters,,,
2592711,"govern, rule",exercise authority over; as of nations,Who is governing the country now?,,,
2593176,dictate,rule as a dictator,,,,
2593331,"tyrannize, grind down, tyrannise",rule a country as a tyrant,,,,
2593467,reign,have sovereign power,Henry VIII reigned for a long time,,,
2593624,"manage, cope, get by, make do, contend, deal, make out, grapple",come to terms or deal successfully with,We got by on just a gallon of gas; They made do on half a loaf of bread every day,,,
2594833,befriend,become friends with,John and Eric soon became friends; Have you made friends yet in your new environment?,,,
2595401,"consort, associate, assort, affiliate",keep company with; hang out with,He associates with strange people; She affiliates with her colleagues,,,
2596496,"colonize, colonise",settle as a colony; of countries in the developing world,Europeans colonized Africa in the 17th century,,,
2599263,serve,"devote (part of) one's life or efforts to, as of countries, institutions, or ideas",She served the art of music; He served the church; serve the country,,,
1185870,"meet, match, cope with",satisfy or fulfill,meet a need; this job doesn't match my dreams,,,
2601659,"repeat, take over",do over,They would like to take it over again,,,
2601837,rest,"be inactive, refrain from acting",The committee is resting over the summer,,,
2602490,surprise,come upon or take unawares,She surprised the couple; He surprised an interesting scene,,,
2604140,"assemble, get together, gather",get people together,assemble your colleagues; get together all those who are interested in the project; gather the close family members,,,
2604480,make,form by assembling individuals or constituents,Make a quorum,,,
2609706,"exist, be","have an existence, be extant",Is there a God?,,,
2610484,coexist,exist together,,,,
2610777,be,"have the quality of being; (copula, used with an adjective or a predicate noun)",John is rich; This is not a good answer,,,
2613865,"stretch, stretch along","occupy a large, elongated area",The park stretched beneath the train line,,,
2614382,"begin, start","have a beginning, in a temporal, spatial, or evaluative sense","The DMZ begins right over the hill; The second movement begins after the Allegro; Prices for these homes start at $250,000",,,
2615799,"terminate, end, stop, finish, cease","have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical",the bronchioles terminate in a capillary bed; Your rights stop where you infringe upon the rights of other; My property ends by the bushes; The symphony ends in a pianissimo,,,
2616663,"close, conclude",come to a close,The concert closed with a nocturne by Chopin,,,
2618403,occur,to be found to exist,sexism occurs in many workplaces; precious stones occur in a large area in Brazil,,,
2618797,"attend, go to","be present at (meetings, church services, university), etc.",She attends class regularly; I rarely attend services at my church; did you go to the meeting?,,,
2620216,"live, be","have life, be alive",Our great leader is no more; My grandfather lived until the end of war,,,
2620422,live,lead a certain kind of life; live in a certain style,we had to live frugally after the war,,,
2622766,"survive, exist, live, subsist",support oneself,he could barely exist on such a low wage; Can you live on $2000 a month in New York City?; Many people in the world have to subsist on $1 a day,,,
2624202,"hold up, hold out, survive, live, last, live on, go, endure",continue to live; endure or last,We went without water and food for 3 days; These superstitions survive in the backwaters of America; The race car driver lived through several very serious accidents; how long can a person last without food and water?,,,
2625202,"outride, last out, ride out, stay",hang on during a trial of endurance,ride out the storm,,,
2626293,fall,"die, as in battle or in a hunt",Many soldiers fell at Verdun; Several deer have fallen to the same gun; The shooting victim fell dead,,,
2626667,"represent, be, constitute, make up, comprise",form or compose,This money is my only income; The stone wall was the backdrop for the performance; These constitute my entire belonging; The children made up the chorus; This sum represents my entire income for a year; These few men comprise his entire army,,,
2627324,compose,form the substance of,Greed and ambition composed his personality,,,
2627475,"form, constitute, make",to compose or represent,This wall forms the background of the stage setting; The branches made a roof; This makes a fine introduction,,,
2627934,"separate, divide",act as a barrier between; stand between,The mountain range divides the two countries,,,
2628315,"connect, unite, link, link up, join",be or become joined or united or linked,The two streets connect to become a highway; Our paths joined; The travelers linked up again at the airport,,,
2629610,become,come into existence,What becomes has duration,,,
2633747,originate in,come from,,,,
2634015,"require, take, postulate, involve, demand, necessitate, ask, need, call for","require as useful, just, or proper",It takes nerve to do what she did; success usually requires hard work; This job asks a lot of patience and skill; This position demands a lot of personal sacrifice; This dinner calls for a spectacular dessert; This intervention does not postulate a patient's consent,,,
2634913,draw,require a specified depth for floating,This boat draws 70 inches,,,
2635042,cost,"require to lose, suffer, or sacrifice",This mistake cost him his job,,,
2635337,"rid of, eliminate, obviate",do away with,,,,
2635616,"incorporate, contain, comprise",include or contain; have as a component,A totally new idea is comprised in this paper; The record contains many old songs from the 1930's,,,
2636270,"have, feature",have as a feature,This restaurant features the most famous chefs in France,,,
2638248,possess,"have as an attribute, knowledge, or skill",he possesses great knowledge about the Middle East,,,
2638434,"miss, lack",be without,This soup lacks salt; There is something missing in my jewellery box!,,,
2639021,include,"have as a part, be made up out of",The list includes the names of many famous writers,,,
2639615,"equate, correspond","be equivalent or parallel, in mathematics",,,,
2639962,"turn up, prove, turn out",be shown or be found to be,She proved to be right; The medicine turned out to save her life; She turned up HIV positive,,,
2640346,"ensue, result","issue or terminate (in a specified way, state, etc.); end",result in tragedy,,,
2640648,"be due, flow from",be the result of,,,,
2641114,account for,be the reason or explanation for,The recession accounts for the slow retail business,,,
2641270,"entail, mean, imply",have as a logical consequence,The water shortage means that we have to stop taking long showers,,,
2641628,necessitate,cause to be a concomitant,,,,
2641740,"leave, result, lead",have as a result or residue,The water left a mark on the silk dress; Her blood left a stain on the napkin,,,
2642216,"involve, imply",have as a necessary feature or consequence; entail,This decision involves many changes,,,
2643286,"abide, bide, stay",dwell,You can stay with me while you are in town; stay a bit longer--the day is still young,,,
2644022,wait,stay in one place and anticipate or expect something,I had to wait on line for an hour to get the tickets,,,
2646524,"waffle, hesitate, waver",pause or hold back in uncertainty or unwillingness,Authorities hesitate to quote exact figures,,,
2647119,"hesitate, pause",interrupt temporarily an activity before continuing,The speaker paused,,,
2647547,"wait, hold off, hold back",wait before acting,the scientists held off announcing their results until they repeated the experiment,,,
2648041,delay,"act later than planned, scheduled, or required",Don't delay your application to graduate school or else it won't be considered,,,
2648898,"table, shelve, remit, prorogue, hold over, defer, postpone, put over, set back, put off",hold back to a later time,let's postpone the exam,,,
2650318,"prevail, rule, reign, predominate, dominate","be larger in number, quantity, power, status or importance",Money reigns supreme here; Hispanics predominate in this neighborhood,,,
2651091,"total, number, add up, come, amount",add up in number or quantity,"The bills amounted to $2,000; The bill came to $2,000",,,
2651923,"count, matter, weigh","have weight; have import, carry weight",It does not matter much,,,
2652311,rate,be worthy of or have a certain rating,This bond rates highly,,,
2652841,buy,be worth or be capable of buying,This sum will buy you a ride on the train,,,
